geometry,icon,id,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity
"{'location': {'lat': 32.7374488, 'lng': -96.8163581}, 'viewport': {'northeast': {'lat': 32.73877892989272, 'lng': -96.81493857010729}, 'southwest': {'lat': 32.73607927010728, 'lng': -96.81763822989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,5d092ae0b45d7bdb40844946f094a082462463bd,Wilds of Africa Adventure Safari - Dallas Zoo Monorail Station,{},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106538602960213307368/photos"">olen asap</a>'], 'photo_reference': 'CmRZAAAA1znRb8F-FiPXGV1qUm2VfWb-I1NGiw-L-aPfkI4Ke_Bu64NanttZ7pI2fEfa6-IX8cvAXHBTtUwGDWbw8zELiF8LPDEIcUnT6PchCqqv-gdtlg7faqCMsdnNUTJvxvJMEhBytK3NGENsb_t_lLJs67GpGhRMVN4hCQ0jJtwIm1d6TBZWKf2BTQ', 'width': 6000}]",ChIJkb7535SZToYRkFhOXCCcB_8,"{'compound_code': 'P5PM+XF Dallas, Texas, USA', 'global_code': '8645P5PM+XF'}",4.5,ChIJkb7535SZToYRkFhOXCCcB_8,GOOGLE,"['point_of_interest', 'establishment']",658,"E Clarendon Dr, Dallas"
"{'location': {'lat': 32.7787249, 'lng': -96.8064507}, 'viewport': {'northeast': {'lat': 32.78025932989273, 'lng': -96.80515627010728}, 'southwest': {'lat': 32.77755967010728, 'lng': -96.80785592989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,151e71f0c64c3e55431cd18eddcc65f3d98dae4a,John F. Kennedy Memorial Plaza,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105130402422833391381/photos"">adam romo</a>'], 'photo_reference': 'CmRaAAAA3pML4dilHhQQkqSFlmM5NLO4Y03mRHy6K3Zt84eTZi8BAiUvJUcthB-ka0t_EQ-FfWYaF5H_LrJb_PSwRlLcV3vZWTXSGSdFf3WvsJR8vTurm1gMFUAHfGe8l34Bc9ScEhA1SJdzX5NYz_ZGiRTs6QzmGhRUARMQjZDFnhCi5_ZIhVWt83yeEA', 'width': 4032}]",ChIJE_JdWRaZToYR0o3-Vndx750,"{'compound_code': 'Q5HV+FC Dallas, Texas, USA', 'global_code': '8645Q5HV+FC'}",4.5,ChIJE_JdWRaZToYR0o3-Vndx750,GOOGLE,"['point_of_interest', 'establishment']",1626,"646 Main St, Dallas"
"{'location': {'lat': 32.8308767, 'lng': -96.71592199999999}, 'viewport': {'northeast': {'lat': 32.83214517989272, 'lng': -96.7145254201073}, 'southwest': {'lat': 32.82944552010728, 'lng': -96.71722507989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,a57cc170cfb9104b0ad8c509ba89c698530121fd,Winfrey Point,{},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108774324433436813260/photos"">Bob Caldwell</a>'], 'photo_reference': 'CmRaAAAAz2cS2cn7vVVfNSXp3XBfqNoNmIz1lNG3HjkAGoFgQs92HoXZ1qoROflBB_imJQXq9ZiHCjmJxLOHd3TR6jr70FoRzlkHB7deyU-uKWzOkeOBS3Tx3UKHuwKoNytWQ5IEEhBUP3-y59dXA_CSOwO9WFC_GhTujAN4P8USsOyuHpQ50ClzC0jD8w', 'width': 4032}]",ChIJuc0NBZihToYRTrjWgRmVEWQ,"{'compound_code': 'R7JM+9J Dallas, Texas, USA', 'global_code': '8645R7JM+9J'}",4.4,ChIJuc0NBZihToYRTrjWgRmVEWQ,GOOGLE,"['point_of_interest', 'establishment']",192,"950 E Lawther Dr, Dallas"
"{'location': {'lat': 32.8556745, 'lng': -96.54805669999999}, 'viewport': {'northeast': {'lat': 32.85702127989273, 'lng': -96.54672522010729}, 'southwest': {'lat': 32.85432162010729, 'lng': -96.54942487989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,c014e729d1244f82685fc76fa244e7a2fb6b3a17,Anderson Cemetery,,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111968655877957819449/photos"">Anthony Bridges</a>'], 'photo_reference': 'CmRaAAAAbvx-3pmMKZwnkhV_r4r-NIS946KRm14qYm1IOLH4KyNOTno_IXkGG-nXMkgqmoW0p8Oy7GYpdGztZZOkI-ncvNz-6bQ1QTt9FAzlMtXlhrmgFFQ19cpzg5AxRXJQzfi6EhChfrfIIWmyF9_8MVsfEKnqGhS4tv9SGoudlR4dqbmnc3MbHcvgAA', 'width': 3024}]",ChIJgbTn6fCoToYRrhH-J8KlW-c,"{'compound_code': 'VF42+7Q Garland, Texas, USA', 'global_code': '8645VF42+7Q'}",4.7,ChIJgbTn6fCoToYRrhH-J8KlW-c,GOOGLE,"['point_of_interest', 'establishment']",3,"5896 Marina Dr, Garland"
"{'location': {'lat': 33.0465621, 'lng': -96.9947912}, 'viewport': {'northeast': {'lat': 33.04802477989271, 'lng': -96.99343837010727}, 'southwest': {'lat': 33.04532512010727, 'lng': -96.99613802989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,30b5d1f0cd61a06fcd978335253e6111bba40688,History N Mystery Ghost Tours,{'open_now': False},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111918735307249769871/photos"">Bassically Treble Chorus</a>'], 'photo_reference': 'CmRaAAAAfDR1b__BAMJrlcNlKDs8MlONmOHrKnCgEguplj0Ct7IjEmgndIXlwiyDRjTIhRzlLQuASQsv6FLcuv1hVYhMTyhDfKxMYkAfMQy4prf4mVjBrmQUrdbDM_83jKm9H29iEhBisYJetiAYrhSr9n3BYHfjGhSdpvuc987Fab7Vhbhib8TDmJMGDw', 'width': 4032}]",ChIJ___P8hEuTIYRpTORcgocmrs,"{'compound_code': '22W4+J3 Lewisville, Texas, USA', 'global_code': '865522W4+J3'}",5,ChIJ___P8hEuTIYRpTORcgocmrs,GOOGLE,"['point_of_interest', 'establishment']",1,"127 W Main St, Lewisville"
"{'location': {'lat': 32.9202122, 'lng': -96.89625740000001}, 'viewport': {'northeast': {'lat': 32.92149867989272, 'lng': -96.89509677010727}, 'southwest': {'lat': 32.91879902010728, 'lng': -96.89779642989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,50b4819470326b321d686183f906cea9f6ff4a38,Christmas in the Branch,{'open_now': True},"[{'height': 1960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103508043286600042095/photos"">LUCY ALEXA</a>'], 'photo_reference': 'CmRaAAAAO6swrkJOe61PPSf7bDbc2wWLB7odFjdWSFGL0-XHBG3h2AGEH2O_akYVuxe6raXMpomiLbcYnef7Bf2FEuv-pO6xmgG-TNYTuzajIKti0LHJSYt3vSOph0PvCPvD5sbkEhCQdQxjbc3NGVQwjJ7XYdLEGhTgmU0opMoY4sGIxzSPhu1_8_fGIQ', 'width': 4032}]",ChIJU7Nr_bsnTIYRXBv9sUrh52A,"{'compound_code': 'W4C3+3F Farmers Branch, Texas, USA', 'global_code': '8645W4C3+3F'}",4.2,ChIJU7Nr_bsnTIYRXBv9sUrh52A,GOOGLE,"['point_of_interest', 'establishment']",22,"12700 Denton Dr, Farmers Branch"
"{'location': {'lat': 32.7505359, 'lng': -97.330069}, 'viewport': {'northeast': {'lat': 32.75174112989271, 'lng': -97.32862322010727}, 'southwest': {'lat': 32.74904147010727, 'lng': -97.33132287989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,cfc58d8e6fd74657d77ca13660118dee33b849ec,Panther City Fountain,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117379074564593780750/photos"">Neal Stainbrook</a>'], 'photo_reference': 'CmRaAAAAiZpxh2F0k3i2gMIJI5AlyUOmqH3hdIGAqoMNvyGJ2f8Xmfd2tEncsXaMGRnbcRM9Jy1hfY0US32kommPCifmo3SNLD6RUOEY1pfPX4bvnVouNVCXFn3qQktTsXBDNCGOEhD1n5OmIAA7FUyF2vETb1D7GhSBnl_XwbK0dWnrCYIKe6iAUYpOfA', 'width': 4032}]",ChIJQzW0ympxToYRdietZKyA4VQ,"{'compound_code': 'QM29+6X Fort Worth, Texas, USA', 'global_code': '8644QM29+6X'}",4,ChIJQzW0ympxToYRdietZKyA4VQ,GOOGLE,"['point_of_interest', 'establishment']",12,"201 W 9th St, Fort Worth"
"{'location': {'lat': 32.8852652, 'lng': -96.90109319999999}, 'viewport': {'northeast': {'lat': 32.88661787989272, 'lng': -96.89960942010728}, 'southwest': {'lat': 32.88391822010728, 'lng': -96.90230907989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,e6083ce99ca828c55a3e3c7daa89b46c59cbe259,Zero Gravity Thrill Amusement Park,{'open_now': True},"[{'height': 608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115333524457780544199/photos"">Zero Gravity</a>'], 'photo_reference': 'CmRaAAAAWi9tEF5NJ5Ybw6rro0lkuOgsXzK-fpLiPe1IXAPw63pa8Ii90zw7OFkuO4mcLZ7jtg-onnRaoQCkhpFuHHeZtEyTtrGIZBdJO0xs98bVtXbSlKRXQVHvvOpYGh19-OAkEhAMWJVH8ZqSo03lYb3ir32ZGhQonMCMGvigYx_Pg--J3WPtJ-imEg', 'width': 1080}]",ChIJV3qFQ16dToYRGJfObIf9TrI,"{'compound_code': 'V3PX+4H Dallas, Texas, USA', 'global_code': '8645V3PX+4H'}",4.5,ChIJV3qFQ16dToYRGJfObIf9TrI,GOOGLE,"['amusement_park', 'point_of_interest', 'establishment']",317,"11131 Malibu Dr, Dallas"
"{'location': {'lat': 32.7812933, 'lng': -96.8063993}, 'viewport': {'northeast': {'lat': 32.78273047989272, 'lng': -96.80507412010728}, 'southwest': {'lat': 32.78003082010728, 'lng': -96.80777377989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,760c1527444c319e80fcddb500a2713a00fb8868,Dallas West End,,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112163558251413006250/photos"">Carbo Kuo</a>'], 'photo_reference': 'CmRaAAAAKEG-fJPjnQ4JL_uiCziX8adJm1PSg-qRjcWs5DVJLPH_HB0hBSXuF14FBWUUqHEQCpzgFp_HODLIEYo79fJEaB8GaNomwtb8Y1rhdQE-8mZNL9djpeBhzISNY-Rna6f2EhBIT7zi3fK_NcbwSBK9OgOlGhQXNAQ-ggsPBxJwqfsvI3qS_2iuPg', 'width': 4032}]",ChIJV64jJxaZToYRCnYu_ppexl4,"{'compound_code': 'Q5JV+GC Dallas, Texas, USA', 'global_code': '8645Q5JV+GC'}",4,ChIJV64jJxaZToYRCnYu_ppexl4,GOOGLE,"['point_of_interest', 'establishment']",14,"702 Ross Ave, Dallas"
"{'location': {'lat': 32.7541241, 'lng': -97.33106939999999}, 'viewport': {'northeast': {'lat': 32.75550127989272, 'lng': -97.32966237010727}, 'southwest': {'lat': 32.75280162010728, 'lng': -97.3323620298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,a6c7456ecfe41fdf905581844a300f1b2f719a4b,Fort Worth Main Street Visitor Center,{'open_now': False},"[{'height': 583, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113116771732538889330/photos"">Aleksandar Atic</a>'], 'photo_reference': 'CmRZAAAA2Cd9SQO3cm5IOgC373w6BagfuaUpm3OrSKx-dPdY587YeAtyYhro6YLhaUL_TdWAQpDygty9CfDrrHNHKkESEYZnUiWgfl3ZT9P7NolluiAUr5LdQMI4jqEoISDPBH1PEhCvHhcVXoFyyTBkWcOnTNZeGhQjui_lMsYohcwyqQ-desQFtATvqg', 'width': 777}]",ChIJ3deWZUBxToYR6yziPO0IVH0,"{'compound_code': 'QM39+JH Fort Worth, Texas, USA', 'global_code': '8644QM39+JH'}",4.3,ChIJ3deWZUBxToYR6yziPO0IVH0,GOOGLE,"['point_of_interest', 'establishment']",19,"508 Main St, Fort Worth"
"{'location': {'lat': 32.7751515, 'lng': -96.7597526}, 'viewport': {'northeast': {'lat': 32.77695142989272, 'lng': -96.75897297010728}, 'southwest': {'lat': 32.77425177010728, 'lng': -96.76167262989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_recreational-71.png,6a68d171c6ce642fefd32abcf699b91d5743f989,Texas Discovery Gardens,{'open_now': True},"[{'height': 3036, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111048898534178918165/photos"">Denys Zhupynskyi</a>'], 'photo_reference': 'CmRaAAAAQnDWMOYBUFiGC4gS8nPXaHCL8LqorJDhuvKtdeW0bSH7-j43TZIxhvJ6y6OsPvnBmmaV3PLu9Llt1mjNCDpU3Fu6RK5CLQujTmVv9XlZ7H_NaPazwcstZP8_6oxJ-WxQEhBIy3A1yGjvh-eFBKaBc2HuGhSt6E4LFosMq7OM_H3dkBlv63_p1w', 'width': 4048}]",ChIJH51ghJCYToYRNpUGVzRnZtI,"{'compound_code': 'Q6GR+33 Dallas, Texas, USA', 'global_code': '8645Q6GR+33'}",4.7,ChIJH51ghJCYToYRNpUGVzRnZtI,GOOGLE,"['amusement_park', 'park', 'point_of_interest', 'establishment']",501,"3601 Martin Luther King Jr Blvd, Dallas"
"{'location': {'lat': 33.0198482, 'lng': -96.69955}, 'viewport': {'northeast': {'lat': 33.02111037989272, 'lng': -96.69819927010728}, 'southwest': {'lat': 33.01841072010727, 'lng': -96.70089892989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,3c9c52dd300f274342b72ed4180b8262576f23ab,Downtown Plano,{'open_now': True},"[{'height': 1366, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107705652763398888683/photos"">Diana Clary</a>'], 'photo_reference': 'CmRaAAAAmcfnTeb84CXZjs-i8ZDUb-SC7B4SU_l-LU9DjE5tqlMxinV1NRfpX6IEJiP6541fkXchbyX3u0FooLgskfnf7OnaAa-9SXOHE75S913nBW_Y_nayFrVXmojwGPeAMsjxEhAI3rK1Ir7AZz_LSFiNvTSEGhSc4CXMVV9VSeFUpGc3QduFuZhDBg', 'width': 2048}]",ChIJU16EpRsZTIYRDkHm3_nRbYM,"{'compound_code': '2892+W5 Plano, Texas, USA', 'global_code': '86552892+W5'}",4.2,ChIJU16EpRsZTIYRDkHm3_nRbYM,GOOGLE,"['point_of_interest', 'establishment']",123,"1037 E 15th St, Plano"
"{'location': {'lat': 32.328778, 'lng': -96.627488}, 'viewport': {'northeast': {'lat': 32.33006042989273, 'lng': -96.62627347010726}, 'southwest': {'lat': 32.32736077010728, 'lng': -96.62897312989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,f1e521bc37a5144ed7e90fd887ffdcc30a3b6ba9,Ennis Bluebonnet Trails Festival (an April event),,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100056109008717678972/photos"">A Google User</a>'], 'photo_reference': 'CmRaAAAA6Dq4RgKzfqyqJOmOBavkRlEs0OVg-3RYSRCMaZqcZ01WsSlfTDHQp1Merv3rXc7UX3FOZGOTkWi5sdPBH-UNXDkCWbPePfnNxRpBqlMPphfVoZedyQBzouyfwtzw-vTwEhAppc_YtvxOQanseZOKOIHSGhQ2Khoy2GGvKCQgE7qRSflbExy-Wg', 'width': 5184}]",ChIJW9aolgTbToYRi3GDBYEfz2U,"{'compound_code': '89HF+G2 Ennis, Texas, USA', 'global_code': '864589HF+G2'}",4.5,ChIJW9aolgTbToYRi3GDBYEfz2U,GOOGLE,"['point_of_interest', 'establishment']",124,"200 NW Main, Ennis"
"{'location': {'lat': 32.9384558, 'lng': -97.0797089}, 'viewport': {'northeast': {'lat': 32.93980627989272, 'lng': -97.07847432010729}, 'southwest': {'lat': 32.93710662010728, 'lng': -97.08117397989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,456033471cf97f41d2dbf934a1517fa2e2e35ba0,Riverside Travel Gallery,{'open_now': False},"[{'height': 2705, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110520770094443231616/photos"">Russell Rogers</a>'], 'photo_reference': 'CmRaAAAAfwuU9cHx2kjJcauERWeLUUnmWake9skTQGSAXuxzA3OYWGDgG9HW8oudZaGv8c1-QoN5tF5QZnHw10HR0FLErJHyr1K5B0LH75LNlaSp5yz4V-aZ3IOSGuf-GqI_Ar6BEhDSXC8oqApLign6XaoFpVW5GhSNWeNaPXj4vR7ea-wUqf6h8WaR7A', 'width': 4032}]",ChIJg0YbTTorTIYRiUFHHWnfZXk,"{'compound_code': 'WWQC+94 Grapevine, Texas, USA', 'global_code': '8644WWQC+94'}",0,ChIJg0YbTTorTIYRiUFHHWnfZXk,GOOGLE,"['travel_agency', 'point_of_interest', 'establishment']",0,"317 Church St, Grapevine"
"{'location': {'lat': 33.1976105, 'lng': -96.6153439}, 'viewport': {'northeast': {'lat': 33.19895957989272, 'lng': -96.61385037010729}, 'southwest': {'lat': 33.19625992010727, 'lng': -96.61655002989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,01201ae06710e66b79ff0fe159429aae443a6b8d,Historic Downtown McKinney,,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115715910241224358339/photos"">Eduard Karapetyan</a>'], 'photo_reference': 'CmRaAAAA5VYxjKJRsX9zJOFZcDqJW0OQhoHppUlaQBPCn2xS5f8FdaKgZYrl2iUgHCGJBxGiCx31i1yrrdkRCG0YCV1oN2R2K9kxy3wOqo7Xpa-OHkIWA_xMjSgGqiqdmGC9rqKLEhDIy3JmorqvT2k5YW8yCXVPGhS4LtDKrsLTyiJuBAnlz0r8i4EAJA', 'width': 4032}]",ChIJlVjlhUkSTIYRHHcbOLmImxQ,"{'compound_code': '59XM+2V McKinney, Texas, USA', 'global_code': '865559XM+2V'}",4.7,ChIJlVjlhUkSTIYRHHcbOLmImxQ,GOOGLE,"['point_of_interest', 'establishment']",180,"111 N Tennessee St, McKinney"
"{'location': {'lat': 33.018865, 'lng': -96.731065}, 'viewport': {'northeast': {'lat': 33.02047567989273, 'lng': -96.72971407010728}, 'southwest': {'lat': 33.01777602010728, 'lng': -96.73241372989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/museum-71.png,fd8fae74013ab7c724cda5475d004b825023180e,Heritage Farmstead Museum,{'open_now': True},"[{'height': 2576, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110319741488216621031/photos"">Jing Yang</a>'], 'photo_reference': 'CmRaAAAATXpUvvCQ7419ivrhKz9_e_b0yxc8MBVw7Vg7OWn84n_TMJT21PxSxkAp0OF57alzMyfJHvvg16wtREiVb53NVSLWODvOZMwOHXwfsQsVVnvoUVDIeUsuwPVv-ib1zjcGEhBC91N6z_xl3pJkBpRQy-cBGhR5HbYjqSS8WGuyoJKNSB9037Yj8g', 'width': 1932}]",ChIJnTGkVpIYTIYRgPkEp770s_c,"{'compound_code': '2799+GH Plano, Texas, USA', 'global_code': '86552799+GH'}",4.5,ChIJnTGkVpIYTIYRgPkEp770s_c,GOOGLE,"['museum', 'point_of_interest', 'establishment']",199,"1900 W 15th St, Plano"
"{'location': {'lat': 39.9525853, 'lng': -75.1681287}, 'viewport': {'northeast': {'lat': 39.95411297989272, 'lng': -75.16675457010727}, 'southwest': {'lat': 39.95141332010727, 'lng': -75.16945422989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,97c4515c5a7dde6982e457c08706e16fd328a7d7,One Liberty Observation Deck,{'open_now': True},"[{'height': 1365, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114045701344618928788/photos"">One Liberty Observation Deck</a>'], 'photo_reference': 'CmRaAAAA4_7QUvLc84wsG8TYVVh-JeHqRzghCIEFSVhaJrjItFpFGee___JToSYwROW0zxOtz06JS5hsL0EzQcYMWg88HLQ2Qyo8U-uNXc2g849-UQsbmjM1_S0zgXNcahdrUjpgEhBNKq2MghWtDU2XRZ0Z9dd_GhSL_xkWoqW-923o5gZ6SuQRu80EyA', 'width': 2048}]",ChIJwfJ_sTHGxokRd0RhTNZbfGE,"{'compound_code': 'XR3J+2P Philadelphia, Pennsylvania, USA', 'global_code': '87F6XR3J+2P'}",4.6,ChIJwfJ_sTHGxokRd0RhTNZbfGE,GOOGLE,"['point_of_interest', 'establishment']",851,"1650 Market St #5700, Philadelphia"
"{'location': {'lat': 39.9545383, 'lng': -75.16854649999999}, 'viewport': {'northeast': {'lat': 39.95564482989272, 'lng': -75.16724897010727}, 'southwest': {'lat': 39.95294517010728, 'lng': -75.16994862989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,6d90ba762d75d243f3e790c3739e6ea95308caf1,Comcast Experience,{'open_now': False},"[{'height': 1944, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107403452113468641047/photos"">Jon Beuerle</a>'], 'photo_reference': 'CmRaAAAAsC6w9NoaP-vB9X4QdIBxl5akNcFCkibRFiuwMh5OlllYVJPIpLzOpXsmkYOtuN_SfY-alz9gFp324ZO1qO69BN0ooQWSyoWtG8LkVMysS6iGlfhQKHvdGH2eOpP-EXuZEhByYT4V_kwWjjB0J0_QjTeEGhTsXNXy0WPVZN11RsyFSn9iPgC5kg', 'width': 2592}]",ChIJ6wfXhTHGxokRtxKpdjFMaEM,"{'compound_code': 'XR3J+RH Philadelphia, Pennsylvania, USA', 'global_code': '87F6XR3J+RH'}",4.2,ChIJ6wfXhTHGxokRtxKpdjFMaEM,GOOGLE,"['point_of_interest', 'establishment']",38,"Comcast Center, 1701 John F Kennedy Blvd, Philadelphia"
"{'location': {'lat': 39.9490099, 'lng': -75.1510199}, 'viewport': {'northeast': {'lat': 39.95048382989273, 'lng': -75.14964417010728}, 'southwest': {'lat': 39.94778417010728, 'lng': -75.15234382989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,99e1eae8364326b7987e92f1deff06903cfdf16b,Once Upon A Nation,{'open_now': False},"[{'height': 3840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106698148657166261894/photos"">A Google User</a>'], 'photo_reference': 'CmRaAAAAFCqNYiygszkNhvC0ZNuI2-d0knfGTRe-K-Ec4kqefHxZAOhOxI__b6pt4nJUXoLBqBuW0y0aVlSwtyWSClXHZtJPoHycm78sY_YmnNo8eEZgpWjNa1HqqIJOVxVC8V5nEhCUxj45AOefFVne5CyhNmcqGhQ6QRYw449imfQksjF6RpMCXNzkjA', 'width': 5760}]",ChIJ0xeSEIPIxokRZj2ywQZRi34,"{'compound_code': 'WRXX+JH Philadelphia, Pennsylvania, USA', 'global_code': '87F6WRXX+JH'}",4.8,ChIJ0xeSEIPIxokRZj2ywQZRi34,GOOGLE,"['point_of_interest', 'establishment']",6,"600 Chestnut St, Philadelphia"
"{'location': {'lat': 40.3666484, 'lng': -74.6266271}, 'viewport': {'northeast': {'lat': 40.36784587989272, 'lng': -74.62542132010728}, 'southwest': {'lat': 40.36514622010728, 'lng': -74.62812097989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,18bfcd4d1bd3688bd81193d3b1bcf58766f5fca2,Carnegie Lake,{'open_now': True},"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110348227580065280474/photos"">Illsoo Kim</a>'], 'photo_reference': 'CmRaAAAAMLb9ONmdRzeJ_ZMSEvBhh4k3-fh4nfVtKe1kN8S5HaGPhL2gDHRahG-8Ph9e3EUEXMz4xvyV2-TqAx2m7JCb7euiG3FJwp13FT4sZMMRW7HJuxKYGWfND2HNuePxhLJfEhBQJUuoI45cHq0DjfhanAAXGhQphpBjGCD5_UBf1sC544e9EW5hYQ', 'width': 3264}]",ChIJCwhvQQjnw4kRTRaM9Ib35fE,"{'compound_code': '998F+M8 Princeton, New Jersey, USA', 'global_code': '87G7998F+M8'}",4.6,ChIJCwhvQQjnw4kRTRaM9Ib35fE,GOOGLE,"['point_of_interest', 'establishment']",123,"875 Princeton Kingston Rd, Princeton"
"{'location': {'lat': 39.9649298, 'lng': -75.1800468}, 'viewport': {'northeast': {'lat': 39.96624987989272, 'lng': -75.17816987010728}, 'southwest': {'lat': 39.96355022010728, 'lng': -75.18086952989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,cc00b8208bc6692cb45b5840f941cb9a2015773a,Art Museum Steps,{'open_now': True},"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110855382656461980638/photos"">A Google User</a>'], 'photo_reference': 'CmRaAAAAc0BclqktfLNG3Ca_KpUw66pJtIXjG74CkGPwS7TAstNeF8dN7uSAsGdE-NFrfKSRdqd7t62-zS03FMY0QYR0BJa5TDi8aeh7YiCxitjudfsNxhJVHu6KcYWYjFQJC5RuEhCgCXa3Zs5p6AVLq3mKn7BsGhSMk5gJ6STrLgy8pmXS4dB2s3C9TQ', 'width': 2448}]",ChIJ33ZAsLXHxokRRidoQ-ctnM4,"{'compound_code': 'XR79+XX Philadelphia, Pennsylvania, USA', 'global_code': '87F6XR79+XX'}",4.7,ChIJ33ZAsLXHxokRRidoQ-ctnM4,GOOGLE,"['point_of_interest', 'establishment']",4826,"Spring Garden St, Philadelphia"
"{'location': {'lat': 40.3488962, 'lng': -74.6586928}, 'viewport': {'northeast': {'lat': 40.35007377989272, 'lng': -74.65738997010729}, 'southwest': {'lat': 40.34737412010728, 'lng': -74.66008962989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,38f29b27c8d4255a524e55f31be165ac900fbdca,9 11 Memorial Garden,{'open_now': True},"[{'height': 3328, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110668897095058225687/photos"">sandeep kumar</a>'], 'photo_reference': 'CmRaAAAAMbCbJ-5UB71l5tVA8J8ob-RoXZVr0sQurYK5Mes23VrnbiAk_cIBO308d5gWGF9xaaPFdTzhBAQ2qwAWXnLCfKJuwrNeZITRr2ozgCeafrOc8KdbNmsHmSnalKGiIfRrEhCAyRWAxp77l0c-Xy8Bfrk7GhTPFtvatVKv_DWpWB6gbRx1cl5YFg', 'width': 1872}]",ChIJO5thYcHmw4kRfvfCJkeluzA,"{'compound_code': '88XR+HG Princeton, New Jersey, USA', 'global_code': '87G788XR+HG'}",4.8,ChIJO5thYcHmw4kRfvfCJkeluzA,GOOGLE,"['point_of_interest', 'establishment']",5,"Princeton University, Princeton"
